1,1,1716.50,364.89,128.96,388.88,2.0587,-1,-1,-1
1,2,1286.30,461.78,59.63,180.89,0.4372,-1,-1,-1
1,3,1250.80,515.62,44.95,136.84,0.4366,-1,-1,-1
2,1,1716.50,364.89,128.96,388.88,1.9970,-1,-1,-1
2,2,1286.30,461.78,59.63,180.89,0.4372,-1,-1,-1
2,3,1250.80,515.62,44.95,136.84,0.4366,-1,-1,-1
3,1,1716.50,364.89,128.96,388.88,2.2905,-1,-1,-1
3,2,1286.30,461.78,59.63,180.89,0.4372,-1,-1,-1
3,3,1250.80,515.62,44.95,136.84,0.4366,-1,-1,-1
4,1,1716.50,364.89,128.96,388.88,2.0675,-1,-1,-1
4,2,1286.30,461.78,59.63,180.89,0.4372,-1,-1,-1
4,3,1250.80,515.62,44.95,136.84,0.4366,-1,-1,-1
4,4,258.23,446.86,84.74,256.23,0.3968,-1,-1,-1
5,1,1716.50,364.89,128.96,388.88,1.2387,-1,-1,-1
5,2,1286.30,461.78,59.63,180.89,0.4372,-1,-1,-1
5,3,1250.80,515.62,44.95,136.84,0.4366,-1,-1,-1
5,4,258.23,446.86,84.74,256.23,0.3968,-1,-1,-1
5,5,871.55,523.33,33.82,103.47,0.4124,-1,-1,-1
6,1,1721.99,385.58,121.50,366.49,1.0549,-1,-1,-1
6,2,1300.38,455.95,63.91,193.74,0.3037,-1,-1,-1
6,3,1250.80,515.62,44.95,136.84,0.4366,-1,-1,-1
6,4,274.48,446.86,84.74,256.23,0.6500,-1,-1,-1
6,5,871.55,523.33,33.82,103.47,0.4124,-1,-1,-1
7,1,1717.38,368.21,127.76,385.29,1.4072,-1,-1,-1
7,2,1302.21,455.19,64.47,195.41,0.3037,-1,-1,-1
7,3,1250.80,515.62,44.95,136.84,0.4366,-1,-1,-1
7,4,275.63,446.86,84.74,256.23,0.9500,-1,-1,-1
7,5,871.55,523.33,33.82,103.47,0.4124,-1,-1,-1
8,1,1716.63,365.38,128.78,388.35,0.9729,-1,-1,-1
8,2,1304.04,454.43,65.03,197.08,0.3037,-1,-1,-1
8,3,1250.80,515.62,44.95,136.84,0.4366,-1,-1,-1
8,4,276.89,442.76,90.04,272.13,0.8853,-1,-1,-1
8,5,877.61,526.97,27.49,84.48,0.5397,-1,-1,-1
9,1,1701.27,385.44,121.55,366.64,1.0874,-1,-1,-1
9,2,1310.37,461.38,59.92,181.77,0.3764,-1,-1,-1
9,3,1280.79,544.80,39.04,119.12,0.6912,-1,-1,-1
9,4,275.93,446.13,85.68,259.05,0.8313,-1,-1,-1
9,5,878.58,527.55,26.48,81.43,0.5397,-1,-1,-1
10,1,1698.67,388.84,120.32,362.96,1.5816,-1,-1,-1
10,2,1302.30,456.65,63.40,192.19,0.4457,-1,-1,-1
10,3,1281.36,545.35,38.93,118.79,0.6307,-1,-1,-1
10,4,275.70,446.74,84.90,256.70,1.3302,-1,-1,-1
10,5,879.55,528.14,25.47,78.38,0.5397,-1,-1,-1
11,1,1691.37,390.95,127.57,384.71,1.2039,-1,-1,-1
11,2,1309.47,460.91,60.27,182.80,0.3467,-1,-1,-1
11,3,1281.41,545.40,38.92,118.75,0.3302,-1,-1,-1
11,4,275.63,446.84,84.77,256.30,0.6465,-1,-1,-1
11,5,880.52,528.72,24.46,75.33,0.5397,-1,-1,-1
12,1,1698.48,367.79,136.68,412.03,1.2197,-1,-1,-1
12,2,1313.25,456.61,63.43,192.29,0.3419,-1,-1,-1
12,3,1288.22,545.36,38.93,118.78,0.4586,-1,-1,-1
12,4,276.85,446.85,84.76,256.28,0.6465,-1,-1,-1
12,5,881.49,529.31,23.46,72.29,0.5397,-1,-1,-1
13,1,1699.74,363.77,138.24,416.72,1.4363,-1,-1,-1
13,2,1311.06,459.95,67.89,205.68,0.5473,-1,-1,-1
13,3,1289.30,545.31,38.94,118.81,0.5251,-1,-1,-1
13,4,278.07,446.85,84.75,256.26,0.6465,-1,-1,-1
13,5,882.45,529.89,22.45,69.24,0.5397,-1,-1,-1
14,1,1700.00,363.08,138.49,417.47,1.5819,-1,-1,-1
14,2,1310.66,460.53,68.66,207.98,0.4904,-1,-1,-1
14,3,1289.43,545.27,38.95,118.84,1.0936,-1,-1,-1
14,4,279.30,446.86,84.75,256.24,0.6465,-1,-1,-1
14,5,873.08,513.13,38.87,118.60,0.3683,-1,-1,-1
15,1,1691.79,364.45,130.63,393.89,1.5067,-1,-1,-1
15,2,1313.34,467.56,64.85,196.54,0.6306,-1,-1,-1
15,3,1289.40,545.23,38.95,118.86,0.8990,-1,-1,-1
15,4,280.52,446.86,84.74,256.22,0.6465,-1,-1,-1
15,5,877.22,524.43,33.06,101.19,0.6720,-1,-1,-1
16,1,1690.40,364.71,129.25,389.74,1.6207,-1,-1,-1
16,2,1310.97,461.80,68.13,206.38,0.5623,-1,-1,-1
16,3,1287.74,541.94,41.40,126.21,0.3583,-1,-1,-1
16,4,281.74,446.87,84.73,256.20,0.6465,-1,-1,-1
16,5,878.32,523.40,33.81,103.42,0.8832,-1,-1,-1
16,6,1811.20,442.23,55.57,168.71,0.4025,-1,-1,-1
17,1,1676.52,385.27,121.62,366.85,1.9333,-1,-1,-1
17,2,1310.56,460.83,68.67,208.01,0.5117,-1,-1,-1
17,3,1289.25,542.52,41.51,126.53,0.3583,-1,-1,-1
17,4,282.97,446.87,84.72,256.18,0.6465,-1,-1,-1
17,5,878.42,522.70,34.47,105.42,0.8832,-1,-1,-1
17,6,1808.03,448.95,59.24,179.74,0.9352,-1,-1,-1
17,7,1647.20,275.37,170.48,513.45,0.3605,-1,-1,-1
18,1,1674.23,388.75,120.33,362.99,2.1370,-1,-1,-1
18,2,1310.47,460.66,68.75,208.26,0.5085,-1,-1,-1
18,3,1287.77,534.75,44.68,136.02,0.3749,-1,-1,-1
18,4,122.73,522.42,73.80,223.40,0.5395,-1,-1,-1
18,5,878.51,523.21,33.94,103.82,0.3866,-1,-1,-1
18,6,1807.67,439.28,59.66,180.98,1.0519,-1,-1,-1
18,7,1647.20,275.37,170.48,513.45,0.5707,-1,-1,-1
19,1,1672.28,367.22,135.52,408.55,2.5355,-1,-1,-1
19,2,1310.44,460.64,68.76,208.27,0.3672,-1,-1,-1
19,3,1295.73,543.33,39.96,121.90,0.7353,-1,-1,-1
19,4,109.54,529.17,72.82,220.45,0.5395,-1,-1,-1
19,5,878.53,523.22,33.93,103.78,0.4230,-1,-1,-1
19,6,1807.37,442.20,63.45,192.36,1.0113,-1,-1,-1
19,7,1647.20,275.37,170.48,513.45,0.5707,-1,-1,-1
20,1,1671.98,363.65,138.04,416.10,2.1101,-1,-1,-1
20,2,1311.10,460.54,69.30,209.91,0.3672,-1,-1,-1
20,3,1297.60,543.91,39.88,121.66,0.7353,-1,-1,-1
20,4,96.34,535.93,71.84,217.50,0.5395,-1,-1,-1
20,5,878.53,523.23,33.92,103.75,0.4340,-1,-1,-1
20,6,1817.95,438.17,60.38,183.15,1.4242,-1,-1,-1
20,7,1647.20,275.37,170.48,513.45,0.5707,-1,-1,-1
20,8,1.00,212.12,210.12,632.36,0.5653,-1,-1,-1
21,1,1671.99,363.03,138.46,417.37,2.6531,-1,-1,-1
21,2,1323.17,460.63,68.74,208.23,0.5776,-1,-1,-1
21,3,1304.58,544.96,39.06,119.19,0.6641,-1,-1,-1
21,4,83.14,542.68,70.86,214.56,0.5395,-1,-1,-1
21,5,878.61,522.77,34.36,105.07,0.4340,-1,-1,-1
21,6,1809.10,442.05,63.54,192.61,1.2466,-1,-1,-1
21,7,1647.20,275.37,170.48,513.45,0.5707,-1,-1,-1
21,8,1.00,212.12,210.12,632.36,1.2235,-1,-1,-1
22,1,1672.04,362.95,138.51,417.52,2.9505,-1,-1,-1
22,2,1324.32,460.64,68.72,208.17,0.8555,-1,-1,-1
22,3,1307.03,545.59,38.90,118.69,0.6641,-1,-1,-1
22,4,69.94,549.43,69.88,211.61,0.5395,-1,-1,-1
22,5,878.69,522.31,34.80,106.39,0.4340,-1,-1,-1
22,6,1818.20,438.19,60.37,183.11,0.9519,-1,-1,-1
22,7,1647.20,275.37,170.48,513.45,0.5707,-1,-1,-1
22,8,1.00,212.12,210.12,632.36,1.1814,-1,-1,-1
23,1,1672.09,362.95,138.50,417.48,2.6367,-1,-1,-1
23,2,1324.49,460.64,68.71,208.14,0.9257,-1,-1,-1
23,3,1309.48,546.22,38.73,118.20,0.6641,-1,-1,-1
23,4,56.74,556.19,68.90,208.66,0.5395,-1,-1,-1
23,5,878.78,521.85,35.24,107.71,0.4340,-1,-1,-1
23,6,1819.80,437.52,59.79,181.37,0.9808,-1,-1,-1
23,7,1647.20,275.37,170.48,513.45,0.5707,-1,-1,-1
23,8,1.00,212.12,210.12,632.36,1.0348,-1,-1,-1
23,9,309.67,446.86,84.74,256.23,0.3028,-1,-1,-1
24,1,1672.13,362.97,138.48,417.42,2.3877,-1,-1,-1
24,2,1324.49,460.64,68.71,208.12,1.0232,-1,-1,-1
24,3,1311.94,546.86,38.57,117.70,0.6641,-1,-1,-1
24,4,43.54,562.94,67.92,205.71,0.5395,-1,-1,-1
24,5,878.86,521.38,35.68,109.03,0.4340,-1,-1,-1
24,6,1820.05,437.42,59.69,181.06,0.8193,-1,-1,-1
24,7,1647.20,275.37,170.48,513.45,0.5707,-1,-1,-1
24,8,34.92,233.87,197.95,595.85,0.9143,-1,-1,-1
24,9,314.04,462.18,74.69,226.08,0.6028,-1,-1,-1
25,1,1672.18,362.99,138.45,417.35,2.2490,-1,-1,-1
25,2,1324.46,460.64,68.70,208.10,0.8955,-1,-1,-1
25,3,1314.39,547.49,38.40,117.21,0.6641,-1,-1,-1
25,4,30.34,569.69,66.94,202.77,0.5395,-1,-1,-1
25,5,878.95,520.92,36.12,110.35,0.4340,-1,-1,-1
25,6,1820.07,437.42,59.66,181.00,0.7964,-1,-1,-1
25,7,1647.20,275.37,170.48,513.45,0.5707,-1,-1,-1
25,8,41.18,237.88,195.70,589.11,0.9143,-1,-1,-1
25,9,314.53,463.88,73.57,222.73,0.9420,-1,-1,-1
26,1,1672.21,363.01,138.44,417.30,1.9550,-1,-1,-1
26,2,1324.43,460.64,68.69,208.08,0.7602,-1,-1,-1
26,3,1316.84,548.12,38.24,116.71,0.6641,-1,-1,-1
26,4,17.14,576.44,65.96,199.82,0.5395,-1,-1,-1
26,5,879.03,520.46,36.57,111.67,0.4340,-1,-1,-1
26,6,1820.92,436.86,59.82,181.46,0.7964,-1,-1,-1
26,7,1647.20,275.37,170.48,513.45,0.5707,-1,-1,-1
26,8,46.33,228.24,223.16,671.49,0.7605,-1,-1,-1
26,9,325.37,449.26,83.17,251.51,0.8432,-1,-1,-1
27,1,1670.85,362.34,139.13,419.38,1.9550,-1,-1,-1
27,2,1324.40,460.64,68.69,208.06,0.9792,-1,-1,-1
