2,1,1716.50,364.89,128.96,388.88,1.9970,-1,-1,-1
2,2,1287.48,468.19,63.57,192.70,0.2723,-1,-1,-1
2,3,1260.40,515.47,42.16,128.48,0.2399,-1,-1,-1
2,4,865.00,513.00,39.00,119.00,0.2462,-1,-1,-1
2,5,567.08,397.77,54.56,165.69,-0.4420,-1,-1,-1
2,6,1695.10,197.98,195.98,589.95,0.0086,-1,-1,-1
2,7,258.30,442.55,90.31,272.94,0.1514,-1,-1,-1
2,9,99.49,454.06,97.49,294.47,-0.0621,-1,-1,-1
3,1,1716.50,364.89,128.96,388.88,2.2905,-1,-1,-1
3,2,1287.61,468.91,64.01,194.04,0.1474,-1,-1,-1
3,3,1264.63,541.35,39.33,120.00,0.0411,-1,-1,-1
3,4,865.00,513.00,39.00,119.00,0.0696,-1,-1,-1
3,5,570.09,403.98,46.68,142.04,-0.1252,-1,-1,-1
3,6,1695.10,197.98,195.98,589.95,-0.0103,-1,-1,-1
3,7,258.24,446.16,85.65,258.94,0.2666,-1,-1,-1
3,8,112.97,513.90,78.46,237.39,0.1455,-1,-1,-1
3,9,99.49,454.06,97.49,294.47,-0.0621,-1,-1,-1
4,1,1716.50,364.89,128.96,388.88,2.0675,-1,-1,-1
4,2,1295.20,461.94,68.08,206.24,0.0438,-1,-1,-1
4,3,1265.22,545.34,38.91,118.74,0.2384,-1,-1,-1
4,4,865.00,513.00,39.00,119.00,-0.0110,-1,-1,-1
4,5,570.67,405.18,45.15,137.44,-0.1853,-1,-1,-1
4,6,1695.10,197.98,195.98,589.95,-0.0103,-1,-1,-1
4,7,258.23,446.80,84.82,256.47,0.3968,-1,-1,-1
4,8,101.54,462.66,94.88,286.63,0.2786,-1,-1,-1
4,9,99.49,454.06,97.49,294.47,-0.0621,-1,-1,-1
5,1,1716.50,364.89,128.96,388.88,1.2387,-1,-1,-1
5,2,1296.46,460.76,68.75,208.25,0.1242,-1,-1,-1
5,3,1272.23,545.81,38.87,118.62,-0.3375,-1,-1,-1
5,4,870.64,521.89,34.54,105.63,0.4124,-1,-1,-1
5,5,570.76,405.36,44.92,136.75,-0.4434,-1,-1,-1
5,6,1695.10,197.98,195.98,589.95,-0.0103,-1,-1,-1
5,7,273.02,446.89,84.70,256.10,0.1217,-1,-1,-1
5,8,99.63,451.42,99.14,299.40,0.2786,-1,-1,-1
5,9,99.49,454.06,97.49,294.47,0.1937,-1,-1,-1
5,11,1689.28,462.83,39.56,120.69,-0.2771,-1,-1,-1
6,1,1721.99,385.58,121.50,366.49,1.0549,-1,-1,-1
6,2,1300.21,456.50,64.87,196.62,0.3037,-1,-1,-1
6,3,1273.29,545.75,38.89,118.66,0.2035,-1,-1,-1
6,4,871.57,523.36,33.81,103.43,0.2683,-1,-1,-1
6,5,570.91,405.67,44.53,135.57,-0.4434,-1,-1,-1
6,6,1682.03,272.36,171.47,516.43,-0.2554,-1,-1,-1
6,7,275.43,446.90,84.69,256.06,0.6500,-1,-1,-1
6,8,105.74,443.97,104.45,315.36,-0.3159,-1,-1,-1
6,9,117.50,500.93,76.98,232.96,0.2585,-1,-1,-1
6,11,1688.85,466.22,38.68,118.05,-0.2771,-1,-1,-1
7,1,1717.38,368.21,127.76,385.29,1.4072,-1,-1,-1
7,2,1300.81,455.78,64.17,194.52,0.2042,-1,-1,-1
7,3,1277.19,546.40,36.60,111.79,-0.0427,-1,-1,-1
7,4,871.69,523.55,33.71,103.14,0.0197,-1,-1,-1
7,5,571.06,405.98,44.13,134.39,-0.4434,-1,-1,-1
7,6,1658.24,229.40,180.89,544.67,-0.4360,-1,-1,-1
7,7,275.77,446.90,84.69,256.08,0.9500,-1,-1,-1
7,8,100.35,467.11,99.35,300.04,-0.4932,-1,-1,-1
7,9,125.68,527.80,69.22,209.65,0.1135,-1,-1,-1
7,11,1688.41,469.61,37.81,115.41,-0.2771,-1,-1,-1
8,1,1716.63,365.38,128.78,388.35,0.9729,-1,-1,-1
8,2,1300.88,455.69,64.05,194.15,0.2566,-1,-1,-1
8,3,1280.87,545.63,38.56,117.68,0.0727,-1,-1,-1
8,4,877.08,526.79,28.08,86.24,0.5397,-1,-1,-1
8,5,571.21,406.29,43.74,133.21,-0.4434,-1,-1,-1
8,6,1648.37,142.67,205.67,619.02,-0.3773,-1,-1,-1
